Year,district_name,CH_nonCH,Total
2004,Oberstrass,Foreign,2303
2004,Oberstrass,Swiss,7243
2004,Oerlikon,Foreign,6566
2004,Oerlikon,Swiss,12809
2004,Rathaus,Foreign,700
2004,Rathaus,Swiss,2415
2004,Saatlen,Foreign,2118
2004,Saatlen,Swiss,4579
2004,Schwamendingen-Mitte,Foreign,4149
2004,Schwamendingen-Mitte,Swiss,6125
2004,Seebach,Foreign,7000
2004,Seebach,Swiss,12501
2004,Seefeld,Foreign,1365
2004,Seefeld,Swiss,3628
2004,Sihlfeld,Foreign,7608
2004,Sihlfeld,Swiss,12959
2004,Unterstrass,Foreign,4529
2004,Unterstrass,Swiss,15213
2004,Weinegg,Foreign,1242
2004,Weinegg,Swiss,3529
2004,Werd,Foreign,1247
2004,Werd,Swiss,2516
2004,Wipkingen,Foreign,4789
2004,Wipkingen,Swiss,10639
2004,Witikon,Foreign,1641
2004,Witikon,Swiss,8070
2004,Wollishofen,Foreign,3555
2004,Wollishofen,Swiss,11944
2005,Affoltern,Foreign,5737
2005,Affoltern,Swiss,12996
2005,Albisrieden,Foreign,4402
2005,Albisrieden,Swiss,12824
2005,Alt-Wiedikon,Foreign,4829
2005,Alt-Wiedikon,Swiss,10142
2005,Altstetten,Foreign,10476
2005,Altstetten,Swiss,17802
2005,City,Foreign,239
2005,City,Swiss,607
2005,Enge,Foreign,2178
2005,Enge,Swiss,6197
2005,Escher Wyss,Foreign,713
2005,Escher Wyss,Swiss,2014
2005,Fluntern,Foreign,1736
2005,Fluntern,Swiss,5589
2005,Friesenberg,Foreign,2375
2005,Friesenberg,Swiss,7985
2005,Gewerbeschule,Foreign,3804
2005,Gewerbeschule,Swiss,5886
2005,Hard,Foreign,5879
2005,Hard,Swiss,6836
2005,Hirslanden,Foreign,1329
2005,Hirslanden,Swiss,5530
2005,Hirzenbach,Foreign,4224
2005,Hirzenbach,Swiss,7041
2005,Hochschulen,Foreign,191
2005,Hochschulen,Swiss,504
2005,Hottingen,Foreign,2385
2005,Hottingen,Swiss,7715
2005,Höngg,Foreign,4067
2005,Höngg,Swiss,16706
2005,Langstrasse,Foreign,4299
2005,Langstrasse,Swiss,6069
2005,Leimbach,Foreign,1119
2005,Leimbach,Swiss,3748
2005,Lindenhof,Foreign,193
2005,Lindenhof,Swiss,757
2005,Mühlebach,Foreign,1370
2005,Mühlebach,Swiss,4207
2005,Oberstrass,Foreign,2343
2005,Oberstrass,Swiss,7151
2005,Oerlikon,Foreign,6634
2005,Oerlikon,Swiss,13029
2005,Rathaus,Foreign,737
2005,Rathaus,Swiss,2344
2005,Saatlen,Foreign,2081
2005,Saatlen,Swiss,4568
2005,Schwamendingen-Mitte,Foreign,4194
2005,Schwamendingen-Mitte,Swiss,6128
2005,Seebach,Foreign,7147
2005,Seebach,Swiss,12732
2005,Seefeld,Foreign,1411
2005,Seefeld,Swiss,3512
2005,Sihlfeld,Foreign,7500
2005,Sihlfeld,Swiss,13054
2005,Unterstrass,Foreign,4709
2005,Unterstrass,Swiss,15212
2005,Weinegg,Foreign,1224
2005,Weinegg,Swiss,3619
2005,Werd,Foreign,1288
2005,Werd,Swiss,2590
2005,Wipkingen,Foreign,4808
2005,Wipkingen,Swiss,10638
2005,Witikon,Foreign,1706
2005,Witikon,Swiss,8158
2005,Wollishofen,Foreign,3565
2005,Wollishofen,Swiss,12027
2006,Affoltern,Foreign,5640
2006,Affoltern,Swiss,13153
2006,Albisrieden,Foreign,4298
2006,Albisrieden,Swiss,12977
2006,Alt-Wiedikon,Foreign,4885
2006,Alt-Wiedikon,Swiss,10346
2006,Altstetten,Foreign,10464
2006,Altstetten,Swiss,18404
2006,City,Foreign,260
2006,City,Swiss,585
2006,Enge,Foreign,2237
2006,Enge,Swiss,6130
2006,Escher Wyss,Foreign,773
2006,Escher Wyss,Swiss,2214
2006,Fluntern,Foreign,1814
2006,Fluntern,Swiss,5565
2006,Friesenberg,Foreign,2343
2006,Friesenberg,Swiss,7999
2006,Gewerbeschule,Foreign,3622
2006,Gewerbeschule,Swiss,6113
2006,Hard,Foreign,5583
2006,Hard,Swiss,6925
2006,Hirslanden,Foreign,1398
2006,Hirslanden,Swiss,5506
2006,Hirzenbach,Foreign,4115
2006,Hirzenbach,Swiss,7090
2006,Hochschulen,Foreign,203
2006,Hochschulen,Swiss,508
2006,Hottingen,Foreign,2482
2006,Hottingen,Swiss,7698
2006,Höngg,Foreign,4164
2006,Höngg,Swiss,16853
2006,Langstrasse,Foreign,4221
2006,Langstrasse,Swiss,6111
2006,Leimbach,Foreign,1155
2006,Leimbach,Swiss,3789
2006,Lindenhof,Foreign,199
2006,Lindenhof,Swiss,756
2006,Mühlebach,Foreign,1444
2006,Mühlebach,Swiss,4105
2006,Oberstrass,Foreign,2453
2006,Oberstrass,Swiss,7245
2006,Oerlikon,Foreign,6801
2006,Oerlikon,Swiss,13517
2006,Rathaus,Foreign,797
2006,Rathaus,Swiss,2300
2006,Saatlen,Foreign,2102
2006,Saatlen,Swiss,4593
2006,Schwamendingen-Mitte,Foreign,4228
2006,Schwamendingen-Mitte,Swiss,6409
2006,Seebach,Foreign,7341
2006,Seebach,Swiss,13416
2006,Seefeld,Foreign,1448
2006,Seefeld,Swiss,3394
2006,Sihlfeld,Foreign,7120
2006,Sihlfeld,Swiss,13194
2006,Unterstrass,Foreign,4816
2006,Unterstrass,Swiss,15143
2006,Weinegg,Foreign,1229
2006,Weinegg,Swiss,3587
2006,Werd,Foreign,1279
2006,Werd,Swiss,2586
2006,Wipkingen,Foreign,4713
2006,Wipkingen,Swiss,10679
2006,Witikon,Foreign,1772
2006,Witikon,Swiss,8186
2006,Wollishofen,Foreign,3561
2006,Wollishofen,Swiss,12026
2007,Affoltern,Foreign,6663
2007,Affoltern,Swiss,14285
2007,Albisrieden,Foreign,4375
2007,Albisrieden,Swiss,13152
2007,Alt-Wiedikon,Foreign,5054
2007,Alt-Wiedikon,Swiss,10386
2007,Altstetten,Foreign,10704
2007,Altstetten,Swiss,18644
2007,City,Foreign,293
2007,City,Swiss,583
2007,Enge,Foreign,2333
2007,Enge,Swiss,6140
2007,Escher Wyss,Foreign,795
2007,Escher Wyss,Swiss,2213
2007,Fluntern,Foreign,1969
2007,Fluntern,Swiss,5486
2007,Friesenberg,Foreign,2334
2007,Friesenberg,Swiss,7962
2007,Gewerbeschule,Foreign,3553
2007,Gewerbeschule,Swiss,6153
2007,Hard,Foreign,5717
2007,Hard,Swiss,7085
2007,Hirslanden,Foreign,1485
2007,Hirslanden,Swiss,5492
2007,Hirzenbach,Foreign,4231
2007,Hirzenbach,Swiss,7112
2007,Hochschulen,Foreign,215
2007,Hochschulen,Swiss,483
2007,Hottingen,Foreign,2677
2007,Hottingen,Swiss,7607
2007,Höngg,Foreign,4317
2007,Höngg,Swiss,16758
2007,Langstrasse,Foreign,4190
2007,Langstrasse,Swiss,6120
2007,Leimbach,Foreign,1285
2007,Leimbach,Swiss,3919
2007,Lindenhof,Foreign,227
2007,Lindenhof,Swiss,727
2007,Mühlebach,Foreign,1511
2007,Mühlebach,Swiss,4056
2007,Oberstrass,Foreign,2631
2007,Oberstrass,Swiss,7329
2007,Oerlikon,Foreign,7079
2007,Oerlikon,Swiss,13675
2007,Rathaus,Foreign,845
2007,Rathaus,Swiss,2234
2007,Saatlen,Foreign,2213
2007,Saatlen,Swiss,4629
2007,Schwamendingen-Mitte,Foreign,4327
2007,Schwamendingen-Mitte,Swiss,6479
2007,Seebach,Foreign,7618
2007,Seebach,Swiss,13772
2007,Seefeld,Foreign,1515
2007,Seefeld,Swiss,3405
2007,Sihlfeld,Foreign,7078
2007,Sihlfeld,Swiss,13294
2007,Unterstrass,Foreign,4998
2007,Unterstrass,Swiss,15245
2007,Weinegg,Foreign,1370
2007,Weinegg,Swiss,3574
2007,Werd,Foreign,1373
2007,Werd,Swiss,2571
2007,Wipkingen,Foreign,4735
2007,Wipkingen,Swiss,10664
2007,Witikon,Foreign,1901
2007,Witikon,Swiss,8226
2007,Wollishofen,Foreign,3768
2007,Wollishofen,Swiss,11976
2008,Affoltern,Foreign,7139
2008,Affoltern,Swiss,14905
2008,Albisrieden,Foreign,4409
2008,Albisrieden,Swiss,13146
2008,Alt-Wiedikon,Foreign,5172
2008,Alt-Wiedikon,Swiss,10555
2008,Altstetten,Foreign,10894
2008,Altstetten,Swiss,18846
2008,City,Foreign,273
2008,City,Swiss,570
2008,Enge,Foreign,2440
2008,Enge,Swiss,6112
2008,Escher Wyss,Foreign,785
2008,Escher Wyss,Swiss,2186
2008,Fluntern,Foreign,2125
2008,Fluntern,Swiss,5417
2008,Friesenberg,Foreign,2276
2008,Friesenberg,Swiss,8049
2008,Gewerbeschule,Foreign,3518
2008,Gewerbeschule,Swiss,6233
2008,Hard,Foreign,5676
2008,Hard,Swiss,7208
2008,Hirslanden,Foreign,1498
2008,Hirslanden,Swiss,5469
2008,Hirzenbach,Foreign,4266
2008,Hirzenbach,Swiss,7212
2008,Hochschulen,Foreign,210
2008,Hochschulen,Swiss,492
2008,Hottingen,Foreign,2930
2008,Hottingen,Swiss,7618
2008,Höngg,Foreign,4527
2008,Höngg,Swiss,16659
2008,Langstrasse,Foreign,4256
2008,Langstrasse,Swiss,6199
2008,Leimbach,Foreign,1264
2008,Leimbach,Swiss,3921
2008,Lindenhof,Foreign,220
2008,Lindenhof,Swiss,720
2008,Mühlebach,Foreign,1507
2008,Mühlebach,Swiss,3984
2008,Oberstrass,Foreign,2802
2008,Oberstrass,Swiss,7300
2008,Oerlikon,Foreign,7170
2008,Oerlikon,Swiss,13683
2008,Rathaus,Foreign,834
2008,Rathaus,Swiss,2217
2008,Saatlen,Foreign,2211
2008,Saatlen,Swiss,4632
2008,Schwamendingen-Mitte,Foreign,4346
2008,Schwamendingen-Mitte,Swiss,6518
2008,Seebach,Foreign,7744
2008,Seebach,Swiss,13642
2008,Seefeld,Foreign,1516
2008,Seefeld,Swiss,3347
2008,Sihlfeld,Foreign,7070
2008,Sihlfeld,Swiss,13473
2008,Unterstrass,Foreign,5286
2008,Unterstrass,Swiss,15369
2008,Weinegg,Foreign,1391
2008,Weinegg,Swiss,3570
2008,Werd,Foreign,1442
2008,Werd,Swiss,2573
2008,Wipkingen,Foreign,4778
2008,Wipkingen,Swiss,10722
2008,Witikon,Foreign,2018
2008,Witikon,Swiss,8165
2008,Wollishofen,Foreign,3911
2008,Wollishofen,Swiss,11883
2009,Affoltern,Foreign,7088
2009,Affoltern,Swiss,15295
2009,Albisrieden,Foreign,4390
2009,Albisrieden,Swiss,13285
2009,Alt-Wiedikon,Foreign,4981
2009,Alt-Wiedikon,Swiss,10523
2009,Altstetten,Foreign,10775
2009,Altstetten,Swiss,19070
2009,City,Foreign,284
2009,City,Swiss,569
2009,Enge,Foreign,2501
2009,Enge,Swiss,6167
2009,Escher Wyss,Foreign,771
2009,Escher Wyss,Swiss,2289
2009,Fluntern,Foreign,2126
2009,Fluntern,Swiss,5402
2009,Friesenberg,Foreign,2584
2009,Friesenberg,Swiss,8419
2009,Gewerbeschule,Foreign,3405
2009,Gewerbeschule,Swiss,6312
2009,Hard,Foreign,5500
2009,Hard,Swiss,7402
2009,Hirslanden,Foreign,1537
2009,Hirslanden,Swiss,5419
2009,Hirzenbach,Foreign,4176
2009,Hirzenbach,Swiss,7434
2009,Hochschulen,Foreign,207
2009,Hochschulen,Swiss,466
2009,Hottingen,Foreign,2967
2009,Hottingen,Swiss,7627
2009,Höngg,Foreign,4521
2009,Höngg,Swiss,16773
2009,Langstrasse,Foreign,4229
2009,Langstrasse,Swiss,6163
2009,Leimbach,Foreign,1246
2009,Leimbach,Swiss,4041
2009,Lindenhof,Foreign,220
2009,Lindenhof,Swiss,720
2009,Mühlebach,Foreign,1584
2009,Mühlebach,Swiss,3961
2009,Oberstrass,Foreign,2688
2009,Oberstrass,Swiss,7363
2009,Oerlikon,Foreign,7087
2009,Oerlikon,Swiss,13653
2009,Rathaus,Foreign,892
2009,Rathaus,Swiss,2218
2009,Saatlen,Foreign,2330
2009,Saatlen,Swiss,4802
2009,Schwamendingen-Mitte,Foreign,4269
2009,Schwamendingen-Mitte,Swiss,6588
2009,Seebach,Foreign,7711
2009,Seebach,Swiss,13778
2009,Seefeld,Foreign,1512
2009,Seefeld,Swiss,3220
2009,Sihlfeld,Foreign,6855
2009,Sihlfeld,Swiss,13609
2009,Unterstrass,Foreign,5413
2009,Unterstrass,Swiss,15667
2009,Weinegg,Foreign,1368
2009,Weinegg,Swiss,3567
2009,Werd,Foreign,1413
2009,Werd,Swiss,2691
2009,Wipkingen,Foreign,4751
2009,Wipkingen,Swiss,10894
2009,Witikon,Foreign,2136
2009,Witikon,Swiss,8148
2009,Wollishofen,Foreign,3877
2009,Wollishofen,Swiss,11977
2010,Affoltern,Foreign,7209
2010,Affoltern,Swiss,15763
2010,Albisrieden,Foreign,4435
2010,Albisrieden,Swiss,13400
2010,Alt-Wiedikon,Foreign,5074
2010,Alt-Wiedikon,Swiss,10914
2010,Altstetten,Foreign,10903
2010,Altstetten,Swiss,19756
2010,City,Foreign,269
2010,City,Swiss,566
2010,Enge,Foreign,2582
2010,Enge,Swiss,6015
2010,Escher Wyss,Foreign,797
2010,Escher Wyss,Swiss,2279
2010,Fluntern,Foreign,2133
2010,Fluntern,Swiss,5504
2010,Friesenberg,Foreign,2135
2010,Friesenberg,Swiss,8461
2010,Gewerbeschule,Foreign,3352
2010,Gewerbeschule,Swiss,6336
2010,Hard,Foreign,5285
2010,Hard,Swiss,7598
2010,Hirslanden,Foreign,1620
2010,Hirslanden,Swiss,5378
2010,Hirzenbach,Foreign,3948
2010,Hirzenbach,Swiss,7511
2010,Hochschulen,Foreign,196
2010,Hochschulen,Swiss,482
2010,Hottingen,Foreign,2998
2010,Hottingen,Swiss,7572
2010,Höngg,Foreign,4594
2010,Höngg,Swiss,16585
2010,Langstrasse,Foreign,4172
2010,Langstrasse,Swiss,6207
2010,Leimbach,Foreign,1240
2010,Leimbach,Swiss,4053
2010,Lindenhof,Foreign,238
2010,Lindenhof,Swiss,713
2010,Mühlebach,Foreign,1661
2010,Mühlebach,Swiss,4018
2010,Oberstrass,Foreign,2823
2010,Oberstrass,Swiss,7408
2010,Oerlikon,Foreign,7219
2010,Oerlikon,Swiss,13568
2010,Rathaus,Foreign,894
2010,Rathaus,Swiss,2205
2010,Saatlen,Foreign,2283
2010,Saatlen,Swiss,4892
2010,Schwamendingen-Mitte,Foreign,4233
2010,Schwamendingen-Mitte,Swiss,6670
2010,Seebach,Foreign,7848
2010,Seebach,Swiss,14189
2010,Seefeld,Foreign,1646
2010,Seefeld,Swiss,3194
2010,Sihlfeld,Foreign,6439
2010,Sihlfeld,Swiss,13676
2010,Unterstrass,Foreign,5601
2010,Unterstrass,Swiss,15632
2010,Weinegg,Foreign,1408
2010,Weinegg,Swiss,3591
2010,Werd,Foreign,1439
2010,Werd,Swiss,2728
2010,Wipkingen,Foreign,4656
2010,Wipkingen,Swiss,11044
2010,Witikon,Foreign,2152
2010,Witikon,Swiss,8090
2010,Wollishofen,Foreign,3969
2010,Wollishofen,Swiss,12019
2011,Affoltern,Foreign,7852
2011,Affoltern,Swiss,16585
2011,Albisrieden,Foreign,4641
2011,Albisrieden,Swiss,13791
2011,Alt-Wiedikon,Foreign,5135
2011,Alt-Wiedikon,Swiss,10879
2011,Altstetten,Foreign,11394
2011,Altstetten,Swiss,19987
2011,City,Foreign,238
2011,City,Swiss,541
2011,Enge,Foreign,2658
2011,Enge,Swiss,6026
2011,Escher Wyss,Foreign,832
2011,Escher Wyss,Swiss,2297
2011,Fluntern,Foreign,2396
2011,Fluntern,Swiss,5477
2011,Friesenberg,Foreign,2186
2011,Friesenberg,Swiss,8436
2011,Gewerbeschule,Foreign,3319
2011,Gewerbeschule,Swiss,6476
2011,Hard,Foreign,5176
2011,Hard,Swiss,7568
2011,Hirslanden,Foreign,1740
2011,Hirslanden,Swiss,5284
2011,Hirzenbach,Foreign,4041
2011,Hirzenbach,Swiss,7475
2011,Hochschulen,Foreign,197
2011,Hochschulen,Swiss,484
2011,Hottingen,Foreign,3024
2011,Hottingen,Swiss,7437
2011,Höngg,Foreign,4764
2011,Höngg,Swiss,16559
2011,Langstrasse,Foreign,4256
2011,Langstrasse,Swiss,6264
2011,Leimbach,Foreign,1292
2011,Leimbach,Swiss,4048
2011,Lindenhof,Foreign,237
2011,Lindenhof,Swiss,713
2011,Mühlebach,Foreign,1718
2011,Mühlebach,Swiss,3933
2011,Oberstrass,Foreign,2910
2011,Oberstrass,Swiss,7406
2011,Oerlikon,Foreign,7595
2011,Oerlikon,Swiss,13658
2011,Rathaus,Foreign,898
2011,Rathaus,Swiss,2242
2011,Saatlen,Foreign,2295
2011,Saatlen,Swiss,4836
2011,Schwamendingen-Mitte,Foreign,4281
2011,Schwamendingen-Mitte,Swiss,6582
2011,Seebach,Foreign,8034
2011,Seebach,Swiss,14221
2011,Seefeld,Foreign,1699
2011,Seefeld,Swiss,3209
2011,Sihlfeld,Foreign,6536
2011,Sihlfeld,Swiss,13771
2011,Unterstrass,Foreign,5645
2011,Unterstrass,Swiss,15595
2011,Weinegg,Foreign,1446
2011,Weinegg,Swiss,3496
2011,Werd,Foreign,1485
2011,Werd,Swiss,2704
2011,Wipkingen,Foreign,4773
2011,Wipkingen,Swiss,11096
2011,Witikon,Foreign,2237
2011,Witikon,Swiss,8021
2011,Wollishofen,Foreign,4087
2011,Wollishofen,Swiss,11968
2012,Affoltern,Foreign,8066
2012,Affoltern,Swiss,16789
2012,Albisrieden,Foreign,4828
2012,Albisrieden,Swiss,14171
2012,Alt-Wiedikon,Foreign,5201
2012,Alt-Wiedikon,Swiss,10908
2012,Altstetten,Foreign,11356
2012,Altstetten,Swiss,20082
2012,City,Foreign,251
2012,City,Swiss,548
2012,Enge,Foreign,2725
2012,Enge,Swiss,5977
2012,Escher Wyss,Foreign,928
2012,Escher Wyss,Swiss,2415
2012,Fluntern,Foreign,2380
2012,Fluntern,Swiss,5399
2012,Friesenberg,Foreign,2303
2012,Friesenberg,Swiss,8683
2012,Gewerbeschule,Foreign,3325
2012,Gewerbeschule,Swiss,6499
2012,Hard,Foreign,5236
2012,Hard,Swiss,7758
2012,Hirslanden,Foreign,1793
2012,Hirslanden,Swiss,5338
2012,Hirzenbach,Foreign,4011
2012,Hirzenbach,Swiss,7393
2012,Hochschulen,Foreign,207
2012,Hochschulen,Swiss,466
2012,Hottingen,Foreign,3014
2012,Hottingen,Swiss,7433
2012,Höngg,Foreign,4798
2012,Höngg,Swiss,16739
2012,Langstrasse,Foreign,4286
2012,Langstrasse,Swiss,6274
2012,Leimbach,Foreign,1284
2012,Leimbach,Swiss,4070
2012,Lindenhof,Foreign,247
2012,Lindenhof,Swiss,688
2012,Mühlebach,Foreign,1818
2012,Mühlebach,Swiss,3927
2012,Oberstrass,Foreign,2946
2012,Oberstrass,Swiss,7362
2012,Oerlikon,Foreign,7610
2012,Oerlikon,Swiss,13721
2012,Rathaus,Foreign,912
2012,Rathaus,Swiss,2252
2012,Saatlen,Foreign,2273
2012,Saatlen,Swiss,4845
2012,Schwamendingen-Mitte,Foreign,4336
2012,Schwamendingen-Mitte,Swiss,6598
2012,Seebach,Foreign,8512
2012,Seebach,Swiss,14798
2012,Seefeld,Foreign,1752
2012,Seefeld,Swiss,3164
2012,Sihlfeld,Foreign,6741
2012,Sihlfeld,Swiss,14090
2012,Unterstrass,Foreign,5868
2012,Unterstrass,Swiss,15574
2012,Weinegg,Foreign,1384
2012,Weinegg,Swiss,3399
2012,Werd,Foreign,1518
2012,Werd,Swiss,2677
2012,Wipkingen,Foreign,4809
2012,Wipkingen,Swiss,10982
2012,Witikon,Foreign,2306
2012,Witikon,Swiss,7940
2012,Wollishofen,Foreign,4133
2012,Wollishofen,Swiss,11896
2013,Affoltern,Foreign,8162
2013,Affoltern,Swiss,16920
2013,Albisrieden,Foreign,4902
2013,Albisrieden,Swiss,14244
2013,Alt-Wiedikon,Foreign,5585
2013,Alt-Wiedikon,Swiss,11121
2013,Altstetten,Foreign,11011
2013,Altstetten,Swiss,20104
2013,City,Foreign,234
2013,City,Swiss,549
2013,Enge,Foreign,2917
2013,Enge,Swiss,5919
2013,Escher Wyss,Foreign,1152
2013,Escher Wyss,Swiss,2858
2013,Fluntern,Foreign,2433
2013,Fluntern,Swiss,5423
2013,Friesenberg,Foreign,2100
2013,Friesenberg,Swiss,8596
2013,Gewerbeschule,Foreign,3284
2013,Gewerbeschule,Swiss,6342
2013,Hard,Foreign,5277
2013,Hard,Swiss,7964
2013,Hirslanden,Foreign,1906
2013,Hirslanden,Swiss,5379
2013,Hirzenbach,Foreign,3981
2013,Hirzenbach,Swiss,7172
2013,Hochschulen,Foreign,204
2013,Hochschulen,Swiss,461
2013,Hottingen,Foreign,3152
2013,Hottingen,Swiss,7556
2013,Höngg,Foreign,4918
2013,Höngg,Swiss,16663
2013,Langstrasse,Foreign,4344
2013,Langstrasse,Swiss,6342
2013,Leimbach,Foreign,1538
2013,Leimbach,Swiss,4192
2013,Lindenhof,Foreign,238
2013,Lindenhof,Swiss,685
2013,Mühlebach,Foreign,1915
2013,Mühlebach,Swiss,3997
2013,Oberstrass,Foreign,3112
2013,Oberstrass,Swiss,7340
2013,Oerlikon,Foreign,7861
2013,Oerlikon,Swiss,13797
2013,Rathaus,Foreign,925
2013,Rathaus,Swiss,2269
2013,Saatlen,Foreign,2260
2013,Saatlen,Swiss,5020
2013,Schwamendingen-Mitte,Foreign,4525
2013,Schwamendingen-Mitte,Swiss,6684
2013,Seebach,Foreign,8936
2013,Seebach,Swiss,15072
2013,Seefeld,Foreign,1798
2013,Seefeld,Swiss,3180
2013,Sihlfeld,Foreign,6741
2013,Sihlfeld,Swiss,14190
2013,Unterstrass,Foreign,6104
2013,Unterstrass,Swiss,15772
2013,Weinegg,Foreign,1522
2013,Weinegg,Swiss,3500
2013,Werd,Foreign,1527
2013,Werd,Swiss,2661
2013,Wipkingen,Foreign,4758
2013,Wipkingen,Swiss,11077
2013,Witikon,Foreign,2414
2013,Witikon,Swiss,7853
2013,Wollishofen,Foreign,4134
2013,Wollishofen,Swiss,11803
2014,Affoltern,Foreign,8679
2014,Affoltern,Swiss,17223
2014,Albisrieden,Foreign,4922
2014,Albisrieden,Swiss,14277
2014,Alt-Wiedikon,Foreign,5781
2014,Alt-Wiedikon,Swiss,11137
2014,Altstetten,Foreign,11142
2014,Altstetten,Swiss,20344
2014,City,Foreign,229
2014,City,Swiss,562
2014,Enge,Foreign,3045
2014,Enge,Swiss,6038
2014,Escher Wyss,Foreign,1424
2014,Escher Wyss,Swiss,3180
2014,Fluntern,Foreign,2481
2014,Fluntern,Swiss,5384
2014,Friesenberg,Foreign,2116
2014,Friesenberg,Swiss,8579
2014,Gewerbeschule,Foreign,3191
2014,Gewerbeschule,Swiss,6348
2014,Hard,Foreign,5278
2014,Hard,Swiss,7954
2014,Hirslanden,Foreign,2039
2014,Hirslanden,Swiss,5364
2014,Hirzenbach,Foreign,4208
2014,Hirzenbach,Swiss,7471
2014,Hochschulen,Foreign,189
2014,Hochschulen,Swiss,445
2014,Hottingen,Foreign,3198
2014,Hottingen,Swiss,7684
2014,Höngg,Foreign,5040
2014,Höngg,Swiss,16786
2014,Langstrasse,Foreign,4373
2014,Langstrasse,Swiss,6612
2014,Leimbach,Foreign,1658
2014,Leimbach,Swiss,4278
2014,Lindenhof,Foreign,262
2014,Lindenhof,Swiss,693
2014,Mühlebach,Foreign,2059
2014,Mühlebach,Swiss,4048
2014,Oberstrass,Foreign,3149
2014,Oberstrass,Swiss,7407
2014,Oerlikon,Foreign,8117
2014,Oerlikon,Swiss,13778
2014,Rathaus,Foreign,960
2014,Rathaus,Swiss,2276
2014,Saatlen,Foreign,2347
2014,Saatlen,Swiss,5216
2014,Schwamendingen-Mitte,Foreign,4654
2014,Schwamendingen-Mitte,Swiss,6647
2014,Seebach,Foreign,9280
2014,Seebach,Swiss,15151
2014,Seefeld,Foreign,1898
2014,Seefeld,Swiss,3137
2014,Sihlfeld,Foreign,6708
2014,Sihlfeld,Swiss,14487
2014,Unterstrass,Foreign,6172
2014,Unterstrass,Swiss,15954
2014,Weinegg,Foreign,1557
2014,Weinegg,Swiss,3479
2014,Werd,Foreign,1570
2014,Werd,Swiss,2858
2014,Wipkingen,Foreign,4606
2014,Wipkingen,Swiss,11111
2014,Witikon,Foreign,2512
2014,Witikon,Swiss,7894
2014,Wollishofen,Foreign,4290
2014,Wollishofen,Swiss,11847
2015,Affoltern,Foreign,8569
2015,Affoltern,Swiss,17305
2015,Albisrieden,Foreign,5007
2015,Albisrieden,Swiss,14318
2015,Alt-Wiedikon,Foreign,5763
2015,Alt-Wiedikon,Swiss,11395
2015,Altstetten,Foreign,11312
2015,Altstetten,Swiss,20691
2015,City,Foreign,243
2015,City,Swiss,562
2015,Enge,Foreign,3126
2015,Enge,Swiss,6131
2015,Escher Wyss,Foreign,1739
2015,Escher Wyss,Swiss,3718
2015,Fluntern,Foreign,2538
2015,Fluntern,Swiss,5415
2015,Friesenberg,Foreign,2075
2015,Friesenberg,Swiss,8623
2015,Gewerbeschule,Foreign,3155
2015,Gewerbeschule,Swiss,6453
2015,Hard,Foreign,5020
2015,Hard,Swiss,8052
2015,Hirslanden,Foreign,2012
2015,Hirslanden,Swiss,5368
2015,Hirzenbach,Foreign,4328
2015,Hirzenbach,Swiss,7602
2015,Hochschulen,Foreign,204
2015,Hochschulen,Swiss,437
2015,Hottingen,Foreign,3327
2015,Hottingen,Swiss,7754
2015,Höngg,Foreign,5230
2015,Höngg,Swiss,17090
2015,Langstrasse,Foreign,4425
2015,Langstrasse,Swiss,6744
2015,Leimbach,Foreign,1843
2015,Leimbach,Swiss,4259
2015,Lindenhof,Foreign,265
2015,Lindenhof,Swiss,709
2015,Mühlebach,Foreign,2075
2015,Mühlebach,Swiss,4041
2015,Oberstrass,Foreign,3245
2015,Oberstrass,Swiss,7396
2015,Oerlikon,Foreign,8178
2015,Oerlikon,Swiss,13788
2015,Rathaus,Foreign,964
2015,Rathaus,Swiss,2233
2015,Saatlen,Foreign,2655
2015,Saatlen,Swiss,5853
2015,Schwamendingen-Mitte,Foreign,4727
2015,Schwamendingen-Mitte,Swiss,6588
2015,Seebach,Foreign,9511
2015,Seebach,Swiss,15480
2015,Seefeld,Foreign,1877
2015,Seefeld,Swiss,3113
2015,Sihlfeld,Foreign,6796
2015,Sihlfeld,Swiss,14543
2015,Unterstrass,Foreign,6194
2015,Unterstrass,Swiss,16032
2015,Weinegg,Foreign,1611
2015,Weinegg,Swiss,3475
2015,Werd,Foreign,1564
2015,Werd,Swiss,2896
2015,Wipkingen,Foreign,4573
2015,Wipkingen,Swiss,11306
2015,Witikon,Foreign,2644
2015,Witikon,Swiss,7995
2015,Wollishofen,Foreign,4373
2015,Wollishofen,Swiss,11871
2016,Affoltern,Foreign,8550
2016,Affoltern,Swiss,17504
2016,Albisrieden,Foreign,5608
2016,Albisrieden,Swiss,15566
2016,Alt-Wiedikon,Foreign,5825
2016,Alt-Wiedikon,Swiss,11496
2016,Altstetten,Foreign,11186
2016,Altstetten,Swiss,20538
2016,City,Foreign,239
2016,City,Swiss,571
2016,Enge,Foreign,3350
2016,Enge,Swiss,6072
2016,Escher Wyss,Foreign,1939
2016,Escher Wyss,Swiss,3886
2016,Fluntern,Foreign,2568
2016,Fluntern,Swiss,5470
2016,Friesenberg,Foreign,2144
2016,Friesenberg,Swiss,8858
2016,Gewerbeschule,Foreign,3089
2016,Gewerbeschule,Swiss,6509
2016,Hard,Foreign,4979
2016,Hard,Swiss,7912
2016,Hirslanden,Foreign,1946
2016,Hirslanden,Swiss,5375
