Year,district_name,gender,Total
2007,Alt-Wiedikon,M,7845
2007,Altstetten,F,14525
2007,Altstetten,M,14823
2007,City,F,407
2007,City,M,469
2007,Enge,F,4300
2007,Enge,M,4173
2007,Escher Wyss,F,1325
2007,Escher Wyss,M,1683
2007,Fluntern,F,3959
2007,Fluntern,M,3496
2007,Friesenberg,F,5364
2007,Friesenberg,M,4932
2007,Gewerbeschule,F,4246
2007,Gewerbeschule,M,5460
2007,Hard,F,6260
2007,Hard,M,6542
2007,Hirslanden,F,3901
2007,Hirslanden,M,3076
2007,Hirzenbach,F,5840
2007,Hirzenbach,M,5503
2007,Hochschulen,F,306
2007,Hochschulen,M,392
2007,Hottingen,F,5524
2007,Hottingen,M,4760
2007,Höngg,F,11081
2007,Höngg,M,9994
2007,Langstrasse,F,4451
2007,Langstrasse,M,5859
2007,Leimbach,F,2727
2007,Leimbach,M,2477
2007,Lindenhof,F,444
2007,Lindenhof,M,510
2007,Mühlebach,F,2871
2007,Mühlebach,M,2696
2007,Oberstrass,F,5162
2007,Oberstrass,M,4798
2007,Oerlikon,F,10219
2007,Oerlikon,M,10535
2007,Rathaus,F,1407
2007,Rathaus,M,1672
2007,Saatlen,F,3547
2007,Saatlen,M,3295
2007,Schwamendingen-Mitte,F,5570
2007,Schwamendingen-Mitte,M,5236
2007,Seebach,F,10526
2007,Seebach,M,10864
2007,Seefeld,F,2475
2007,Seefeld,M,2445
2007,Sihlfeld,F,10509
2007,Sihlfeld,M,9863
2007,Unterstrass,F,10637
2007,Unterstrass,M,9606
2007,Weinegg,F,2655
2007,Weinegg,M,2289
2007,Werd,F,1824
2007,Werd,M,2120
2007,Wipkingen,F,7901
2007,Wipkingen,M,7498
2007,Witikon,F,5599
2007,Witikon,M,4528
2007,Wollishofen,F,8462
2007,Wollishofen,M,7282
2008,Affoltern,F,11214
2008,Affoltern,M,10830
2008,Albisrieden,F,9172
2008,Albisrieden,M,8383
2008,Alt-Wiedikon,F,7736
2008,Alt-Wiedikon,M,7991
2008,Altstetten,F,14661
2008,Altstetten,M,15079
2008,City,F,386
2008,City,M,457
2008,Enge,F,4308
2008,Enge,M,4244
2008,Escher Wyss,F,1310
2008,Escher Wyss,M,1661
2008,Fluntern,F,4004
2008,Fluntern,M,3538
2008,Friesenberg,F,5383
2008,Friesenberg,M,4942
2008,Gewerbeschule,F,4296
2008,Gewerbeschule,M,5455
2008,Hard,F,6352
2008,Hard,M,6532
2008,Hirslanden,F,3903
2008,Hirslanden,M,3064
2008,Hirzenbach,F,5886
2008,Hirzenbach,M,5592
2008,Hochschulen,F,302
2008,Hochschulen,M,400
2008,Hottingen,F,5588
2008,Hottingen,M,4960
2008,Höngg,F,11121
2008,Höngg,M,10065
2008,Langstrasse,F,4471
2008,Langstrasse,M,5984
2008,Leimbach,F,2719
2008,Leimbach,M,2466
2008,Lindenhof,F,452
2008,Lindenhof,M,488
2008,Mühlebach,F,2862
2008,Mühlebach,M,2629
2008,Oberstrass,F,5212
2008,Oberstrass,M,4890
2008,Oerlikon,F,10185
2008,Oerlikon,M,10668
2008,Rathaus,F,1383
2008,Rathaus,M,1668
2008,Saatlen,F,3524
2008,Saatlen,M,3319
2008,Schwamendingen-Mitte,F,5581
2008,Schwamendingen-Mitte,M,5283
2008,Seebach,F,10527
2008,Seebach,M,10859
2008,Seefeld,F,2461
2008,Seefeld,M,2402
2008,Sihlfeld,F,10595
2008,Sihlfeld,M,9948
2008,Unterstrass,F,10730
2008,Unterstrass,M,9925
2008,Weinegg,F,2660
2008,Weinegg,M,2301
2008,Werd,F,1837
2008,Werd,M,2178
2008,Wipkingen,F,7941
2008,Wipkingen,M,7559
2008,Witikon,F,5621
2008,Witikon,M,4562
2008,Wollishofen,F,8451
2008,Wollishofen,M,7343
2009,Affoltern,F,11380
2009,Affoltern,M,11003
2009,Albisrieden,F,9216
2009,Albisrieden,M,8459
2009,Alt-Wiedikon,F,7644
2009,Alt-Wiedikon,M,7860
2009,Altstetten,F,14715
2009,Altstetten,M,15130
2009,City,F,382
2009,City,M,471
2009,Enge,F,4359
2009,Enge,M,4309
2009,Escher Wyss,F,1345
2009,Escher Wyss,M,1715
2009,Fluntern,F,3975
2009,Fluntern,M,3553
2009,Friesenberg,F,5678
2009,Friesenberg,M,5325
2009,Gewerbeschule,F,4288
2009,Gewerbeschule,M,5429
2009,Hard,F,6356
2009,Hard,M,6546
2009,Hirslanden,F,3889
2009,Hirslanden,M,3067
2009,Hirzenbach,F,5948
2009,Hirzenbach,M,5662
2009,Hochschulen,F,296
2009,Hochschulen,M,377
2009,Hottingen,F,5636
2009,Hottingen,M,4958
2009,Höngg,F,11129
2009,Höngg,M,10165
2009,Langstrasse,F,4462
2009,Langstrasse,M,5930
2009,Leimbach,F,2750
2009,Leimbach,M,2537
2009,Lindenhof,F,464
2009,Lindenhof,M,476
2009,Mühlebach,F,2863
2009,Mühlebach,M,2682
2009,Oberstrass,F,5152
2009,Oberstrass,M,4899
2009,Oerlikon,F,10161
2009,Oerlikon,M,10579
2009,Rathaus,F,1432
2009,Rathaus,M,1678
2009,Saatlen,F,3663
2009,Saatlen,M,3469
2009,Schwamendingen-Mitte,F,5588
2009,Schwamendingen-Mitte,M,5269
2009,Seebach,F,10566
2009,Seebach,M,10923
2009,Seefeld,F,2408
2009,Seefeld,M,2324
2009,Sihlfeld,F,10488
2009,Sihlfeld,M,9976
2009,Unterstrass,F,10879
2009,Unterstrass,M,10201
2009,Weinegg,F,2626
2009,Weinegg,M,2309
2009,Werd,F,1907
2009,Werd,M,2197
2009,Wipkingen,F,8045
2009,Wipkingen,M,7600
2009,Witikon,F,5685
2009,Witikon,M,4599
2009,Wollishofen,F,8518
2009,Wollishofen,M,7336
2010,Affoltern,F,11610
2010,Affoltern,M,11362
2010,Albisrieden,F,9302
2010,Albisrieden,M,8533
2010,Alt-Wiedikon,F,7878
2010,Alt-Wiedikon,M,8110
2010,Altstetten,F,15116
2010,Altstetten,M,15543
2010,City,F,357
2010,City,M,478
2010,Enge,F,4335
2010,Enge,M,4262
2010,Escher Wyss,F,1388
2010,Escher Wyss,M,1688
2010,Fluntern,F,4025
2010,Fluntern,M,3612
2010,Friesenberg,F,5539
2010,Friesenberg,M,5057
2010,Gewerbeschule,F,4272
2010,Gewerbeschule,M,5416
2010,Hard,F,6372
2010,Hard,M,6511
2010,Hirslanden,F,3876
2010,Hirslanden,M,3122
2010,Hirzenbach,F,5926
2010,Hirzenbach,M,5533
2010,Hochschulen,F,313
2010,Hochschulen,M,365
2010,Hottingen,F,5552
2010,Hottingen,M,5018
2010,Höngg,F,10996
2010,Höngg,M,10183
2010,Langstrasse,F,4456
2010,Langstrasse,M,5923
2010,Leimbach,F,2743
2010,Leimbach,M,2550
2010,Lindenhof,F,455
2010,Lindenhof,M,496
2010,Mühlebach,F,2930
2010,Mühlebach,M,2749
2010,Oberstrass,F,5257
2010,Oberstrass,M,4974
2010,Oerlikon,F,10244
2010,Oerlikon,M,10543
2010,Rathaus,F,1426
2010,Rathaus,M,1673
2010,Saatlen,F,3703
2010,Saatlen,M,3472
2010,Schwamendingen-Mitte,F,5592
2010,Schwamendingen-Mitte,M,5311
2010,Seebach,F,10833
2010,Seebach,M,11204
2010,Seefeld,F,2477
2010,Seefeld,M,2363
2010,Sihlfeld,F,10322
2010,Sihlfeld,M,9793
2010,Unterstrass,F,10877
2010,Unterstrass,M,10356
2010,Weinegg,F,2655
2010,Weinegg,M,2344
2010,Werd,F,1975
2010,Werd,M,2192
2010,Wipkingen,F,8001
2010,Wipkingen,M,7699
2010,Witikon,F,5659
2010,Witikon,M,4583
2010,Wollishofen,F,8518
2010,Wollishofen,M,7470
2011,Affoltern,F,12333
2011,Affoltern,M,12104
2011,Albisrieden,F,9600
2011,Albisrieden,M,8832
2011,Alt-Wiedikon,F,7896
2011,Alt-Wiedikon,M,8118
2011,Altstetten,F,15372
2011,Altstetten,M,16009
2011,City,F,350
2011,City,M,429
2011,Enge,F,4366
2011,Enge,M,4318
2011,Escher Wyss,F,1395
2011,Escher Wyss,M,1734
2011,Fluntern,F,4170
2011,Fluntern,M,3703
2011,Friesenberg,F,5506
2011,Friesenberg,M,5116
2011,Gewerbeschule,F,4319
2011,Gewerbeschule,M,5476
2011,Hard,F,6237
2011,Hard,M,6507
2011,Hirslanden,F,3861
2011,Hirslanden,M,3163
2011,Hirzenbach,F,5945
2011,Hirzenbach,M,5571
2011,Hochschulen,F,313
2011,Hochschulen,M,368
2011,Hottingen,F,5466
2011,Hottingen,M,4995
2011,Höngg,F,10981
2011,Höngg,M,10342
2011,Langstrasse,F,4502
2011,Langstrasse,M,6018
2011,Leimbach,F,2749
2011,Leimbach,M,2591
2011,Lindenhof,F,446
2011,Lindenhof,M,504
2011,Mühlebach,F,2923
2011,Mühlebach,M,2728
2011,Oberstrass,F,5284
2011,Oberstrass,M,5032
2011,Oerlikon,F,10511
2011,Oerlikon,M,10742
2011,Rathaus,F,1443
2011,Rathaus,M,1697
2011,Saatlen,F,3660
2011,Saatlen,M,3471
2011,Schwamendingen-Mitte,F,5523
2011,Schwamendingen-Mitte,M,5340
2011,Seebach,F,10890
2011,Seebach,M,11365
2011,Seefeld,F,2539
2011,Seefeld,M,2369
2011,Sihlfeld,F,10412
2011,Sihlfeld,M,9895
2011,Unterstrass,F,10884
2011,Unterstrass,M,10356
2011,Weinegg,F,2611
2011,Weinegg,M,2331
2011,Werd,F,1991
2011,Werd,M,2198
2011,Wipkingen,F,8087
2011,Wipkingen,M,7782
2011,Witikon,F,5680
2011,Witikon,M,4578
2011,Wollishofen,F,8557
2011,Wollishofen,M,7498
2012,Affoltern,F,12550
2012,Affoltern,M,12305
2012,Albisrieden,F,9888
2012,Albisrieden,M,9111
2012,Alt-Wiedikon,F,7950
2012,Alt-Wiedikon,M,8159
2012,Altstetten,F,15363
2012,Altstetten,M,16075
2012,City,F,353
2012,City,M,446
2012,Enge,F,4411
2012,Enge,M,4291
2012,Escher Wyss,F,1480
2012,Escher Wyss,M,1863
2012,Fluntern,F,4094
2012,Fluntern,M,3685
2012,Friesenberg,F,5654
2012,Friesenberg,M,5332
2012,Gewerbeschule,F,4376
2012,Gewerbeschule,M,5448
2012,Hard,F,6366
2012,Hard,M,6628
2012,Hirslanden,F,3884
2012,Hirslanden,M,3247
2012,Hirzenbach,F,5875
2012,Hirzenbach,M,5529
2012,Hochschulen,F,320
2012,Hochschulen,M,353
2012,Hottingen,F,5458
2012,Hottingen,M,4989
2012,Höngg,F,11111
2012,Höngg,M,10426
2012,Langstrasse,F,4536
2012,Langstrasse,M,6024
2012,Leimbach,F,2762
2012,Leimbach,M,2592
2012,Lindenhof,F,443
2012,Lindenhof,M,492
2012,Mühlebach,F,2954
2012,Mühlebach,M,2791
2012,Oberstrass,F,5285
2012,Oberstrass,M,5023
2012,Oerlikon,F,10543
2012,Oerlikon,M,10788
2012,Rathaus,F,1485
2012,Rathaus,M,1679
2012,Saatlen,F,3635
2012,Saatlen,M,3483
2012,Schwamendingen-Mitte,F,5529
2012,Schwamendingen-Mitte,M,5405
2012,Seebach,F,11331
2012,Seebach,M,11979
2012,Seefeld,F,2557
2012,Seefeld,M,2359
2012,Sihlfeld,F,10648
2012,Sihlfeld,M,10183
2012,Unterstrass,F,10961
2012,Unterstrass,M,10481
2012,Weinegg,F,2525
2012,Weinegg,M,2258
2012,Werd,F,1986
2012,Werd,M,2209
2012,Wipkingen,F,8008
2012,Wipkingen,M,7783
2012,Witikon,F,5610
2012,Witikon,M,4636
2012,Wollishofen,F,8555
2012,Wollishofen,M,7474
2013,Affoltern,F,12656
2013,Affoltern,M,12426
2013,Albisrieden,F,9969
2013,Albisrieden,M,9177
2013,Alt-Wiedikon,F,8235
2013,Alt-Wiedikon,M,8471
2013,Altstetten,F,15338
2013,Altstetten,M,15777
2013,City,F,358
2013,City,M,425
2013,Enge,F,4425
2013,Enge,M,4411
2013,Escher Wyss,F,1759
2013,Escher Wyss,M,2251
2013,Fluntern,F,4139
2013,Fluntern,M,3717
2013,Friesenberg,F,5522
2013,Friesenberg,M,5174
2013,Gewerbeschule,F,4308
2013,Gewerbeschule,M,5318
2013,Hard,F,6482
2013,Hard,M,6759
2013,Hirslanden,F,3946
2013,Hirslanden,M,3339
2013,Hirzenbach,F,5741
2013,Hirzenbach,M,5412
2013,Hochschulen,F,323
2013,Hochschulen,M,342
2013,Hottingen,F,5606
2013,Hottingen,M,5102
2013,Höngg,F,11132
2013,Höngg,M,10449
2013,Langstrasse,F,4635
2013,Langstrasse,M,6051
2013,Leimbach,F,2942
2013,Leimbach,M,2788
2013,Lindenhof,F,447
2013,Lindenhof,M,476
2013,Mühlebach,F,3050
2013,Mühlebach,M,2862
2013,Oberstrass,F,5376
2013,Oberstrass,M,5076
2013,Oerlikon,F,10666
2013,Oerlikon,M,10992
2013,Rathaus,F,1477
2013,Rathaus,M,1717
2013,Saatlen,F,3687
2013,Saatlen,M,3593
2013,Schwamendingen-Mitte,F,5643
2013,Schwamendingen-Mitte,M,5566
2013,Seebach,F,11723
2013,Seebach,M,12285
2013,Seefeld,F,2588
2013,Seefeld,M,2390
2013,Sihlfeld,F,10645
2013,Sihlfeld,M,10286
2013,Unterstrass,F,11177
2013,Unterstrass,M,10699
2013,Weinegg,F,2620
2013,Weinegg,M,2402
2013,Werd,F,1974
2013,Werd,M,2214
2013,Wipkingen,F,8044
2013,Wipkingen,M,7791
2013,Witikon,F,5623
2013,Witikon,M,4644
2013,Wollishofen,F,8504
2013,Wollishofen,M,7433
2014,Affoltern,F,13010
2014,Affoltern,M,12892
2014,Albisrieden,F,9993
2014,Albisrieden,M,9206
2014,Alt-Wiedikon,F,8318
2014,Alt-Wiedikon,M,8600
2014,Altstetten,F,15511
2014,Altstetten,M,15975
2014,City,F,376
2014,City,M,415
2014,Enge,F,4539
2014,Enge,M,4544
2014,Escher Wyss,F,2014
2014,Escher Wyss,M,2590
2014,Fluntern,F,4131
2014,Fluntern,M,3734
2014,Friesenberg,F,5528
2014,Friesenberg,M,5167
2014,Gewerbeschule,F,4287
2014,Gewerbeschule,M,5252
2014,Hard,F,6455
2014,Hard,M,6777
2014,Hirslanden,F,4007
2014,Hirslanden,M,3396
2014,Hirzenbach,F,6016
2014,Hirzenbach,M,5663
2014,Hochschulen,F,308
2014,Hochschulen,M,326
2014,Hottingen,F,5737
2014,Hottingen,M,5145
2014,Höngg,F,11285
2014,Höngg,M,10541
2014,Langstrasse,F,4738
2014,Langstrasse,M,6247
2014,Leimbach,F,3057
2014,Leimbach,M,2879
2014,Lindenhof,F,442
2014,Lindenhof,M,513
2014,Mühlebach,F,3168
2014,Mühlebach,M,2939
2014,Oberstrass,F,5400
2014,Oberstrass,M,5156
2014,Oerlikon,F,10741
2014,Oerlikon,M,11154
2014,Rathaus,F,1516
2014,Rathaus,M,1720
2014,Saatlen,F,3823
2014,Saatlen,M,3740
2014,Schwamendingen-Mitte,F,5705
2014,Schwamendingen-Mitte,M,5596
2014,Seebach,F,11952
2014,Seebach,M,12479
2014,Seefeld,F,2588
2014,Seefeld,M,2447
2014,Sihlfeld,F,10772
2014,Sihlfeld,M,10423
2014,Unterstrass,F,11291
2014,Unterstrass,M,10835
2014,Weinegg,F,2624
2014,Weinegg,M,2412
2014,Werd,F,2107
2014,Werd,M,2321
2014,Wipkingen,F,8022
2014,Wipkingen,M,7695
2014,Witikon,F,5691
2014,Witikon,M,4715
2014,Wollishofen,F,8537
2014,Wollishofen,M,7600
2015,Affoltern,F,13039
2015,Affoltern,M,12835
2015,Albisrieden,F,10030
2015,Albisrieden,M,9295
2015,Alt-Wiedikon,F,8421
2015,Alt-Wiedikon,M,8737
2015,Altstetten,F,15672
2015,Altstetten,M,16331
2015,City,F,369
2015,City,M,436
2015,Enge,F,4632
2015,Enge,M,4625
2015,Escher Wyss,F,2407
2015,Escher Wyss,M,3050
2015,Fluntern,F,4153
2015,Fluntern,M,3800
2015,Friesenberg,F,5544
2015,Friesenberg,M,5154
2015,Gewerbeschule,F,4348
2015,Gewerbeschule,M,5260
2015,Hard,F,6369
2015,Hard,M,6703
2015,Hirslanden,F,4000
2015,Hirslanden,M,3380
2015,Hirzenbach,F,6129
2015,Hirzenbach,M,5801
2015,Hochschulen,F,308
2015,Hochschulen,M,333
2015,Hottingen,F,5808
2015,Hottingen,M,5273
2015,Höngg,F,11480
2015,Höngg,M,10840
2015,Langstrasse,F,4844
2015,Langstrasse,M,6325
2015,Leimbach,F,3134
2015,Leimbach,M,2968
2015,Lindenhof,F,455
2015,Lindenhof,M,519
2015,Mühlebach,F,3187
2015,Mühlebach,M,2929
2015,Oberstrass,F,5420
2015,Oberstrass,M,5221
2015,Oerlikon,F,10737
2015,Oerlikon,M,11229
2015,Rathaus,F,1489
2015,Rathaus,M,1708
2015,Saatlen,F,4297
2015,Saatlen,M,4211
2015,Schwamendingen-Mitte,F,5668
2015,Schwamendingen-Mitte,M,5647
2015,Seebach,F,12217
2015,Seebach,M,12774
2015,Seefeld,F,2603
2015,Seefeld,M,2387
2015,Sihlfeld,F,10745
2015,Sihlfeld,M,10594
2015,Unterstrass,F,11328
2015,Unterstrass,M,10898
2015,Weinegg,F,2636
2015,Weinegg,M,2450
2015,Werd,F,2129
2015,Werd,M,2331
2015,Wipkingen,F,8081
2015,Wipkingen,M,7798
2015,Witikon,F,5797
2015,Witikon,M,4842
2015,Wollishofen,F,8585
2015,Wollishofen,M,7659
2016,Affoltern,F,13146
2016,Affoltern,M,12908
2016,Albisrieden,F,10837
2016,Albisrieden,M,10337
2016,Alt-Wiedikon,F,8483
2016,Alt-Wiedikon,M,8838
2016,Altstetten,F,15574
2016,Altstetten,M,16150
2016,City,F,361
2016,City,M,449
2016,Enge,F,4728
2016,Enge,M,4694
2016,Escher Wyss,F,2565
2016,Escher Wyss,M,3260
2016,Fluntern,F,4211
2016,Fluntern,M,3827
2016,Friesenberg,F,5711
2016,Friesenberg,M,5291
2016,Gewerbeschule,F,4371
2016,Gewerbeschule,M,5227
2016,Hard,F,6291
2016,Hard,M,6600
2016,Hirslanden,F,3957
2016,Hirslanden,M,3364
2016,Hirzenbach,F,6400
2016,Hirzenbach,M,6063
2016,Hochschulen,F,318
2016,Hochschulen,M,322
2016,Hottingen,F,5808
2016,Hottingen,M,5305
2016,Höngg,F,11841
2016,Höngg,M,11582
2016,Langstrasse,F,4801
2016,Langstrasse,M,6344
2016,Leimbach,F,3163
2016,Leimbach,M,3010
2016,Lindenhof,F,461
2016,Lindenhof,M,511
2016,Mühlebach,F,3184
2016,Mühlebach,M,2953
2016,Oberstrass,F,5555
2016,Oberstrass,M,5239
2016,Oerlikon,F,10845
2016,Oerlikon,M,11316
2016,Rathaus,F,1504
2016,Rathaus,M,1722
2016,Saatlen,F,4250
2016,Saatlen,M,4033
2016,Schwamendingen-Mitte,F,5543
2016,Schwamendingen-Mitte,M,5533
2016,Seebach,F,12308
2016,Seebach,M,12890
2016,Seefeld,F,2628
2016,Seefeld,M,2418
2016,Sihlfeld,F,10713
2016,Sihlfeld,M,10464
2016,Unterstrass,F,11463
2016,Unterstrass,M,11013
2016,Weinegg,F,2592
2016,Weinegg,M,2438
2016,Werd,F,2175
2016,Werd,M,2419
2016,Wipkingen,F,8175
2016,Wipkingen,M,7966
2016,Witikon,F,5816
2016,Witikon,M,4851
2016,Wollishofen,F,8712
2016,Wollishofen,M,7855
